Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
12618,Student_2618,MECH,Thermodynamics,41,Fluid Mechanics,82,Robotics,92,65,7.17
12619,Student_2619,IT,Data Science,87,Cloud Computing,56,Web Frameworks,95,68,7.93
12620,Student_2620,EEE,Power Systems,94,Control Theory,86,Electric Machines,99,89,9.3
12621,Student_2621,IT,Data Science,76,Cloud Computing,47,Web Frameworks,99,81,7.4
12622,Student_2622,CSE,Data Science,44,Operating Systems,83,Cyber Security,71,90,6.6
12623,Student_2623,EEE,Power Systems,95,Control Theory,98,Electric Machines,85,90,9.27
12624,Student_2624,MECH,Thermodynamics,65,Fluid Mechanics,70,Robotics,68,69,6.77
12625,Student_2625,EEE,Power Systems,82,Control Theory,51,Electric Machines,88,93,7.37
12626,Student_2626,MECH,Thermodynamics,68,Fluid Mechanics,67,Robotics,84,94,7.3
12627,Student_2627,MECH,Thermodynamics,80,Fluid Mechanics,48,Robotics,75,90,6.77
12628,Student_2628,MECH,Thermodynamics,89,Fluid Mechanics,55,Robotics,96,72,8.0
12629,Student_2629,EEE,Power Systems,82,Control Theory,67,Electric Machines,83,87,7.73
12630,Student_2630,MECH,Thermodynamics,80,Fluid Mechanics,76,Robotics,78,82,7.8
12631,Student_2631,ECE,VLSI Design,68,Digital Electronics,96,Signal Processing,50,94,7.13
12632,Student_2632,EEE,Power Systems,62,Control Theory,72,Electric Machines,79,99,7.1
12633,Student_2633,MECH,Thermodynamics,61,Fluid Mechanics,92,Robotics,98,81,8.37
12634,Student_2634,MECH,Thermodynamics,89,Fluid Mechanics,81,Robotics,61,99,7.7
12635,Student_2635,CSE,Data Science,99,Operating Systems,88,Cyber Security,55,83,8.07
12636,Student_2636,ECE,VLSI Design,99,Digital Electronics,68,Signal Processing,90,88,8.57
12637,Student_2637,CSE,Data Science,95,Operating Systems,75,Cyber Security,72,90,8.07
12638,Student_2638,CSE,Data Science,51,Operating Systems,96,Cyber Security,44,83,6.37
12639,Student_2639,ECE,VLSI Design,80,Digital Electronics,73,Signal Processing,89,84,8.07
12640,Student_2640,ECE,VLSI Design,79,Digital Electronics,45,Signal Processing,65,75,6.3
12641,Student_2641,EEE,Power Systems,69,Control Theory,64,Electric Machines,44,80,5.9
12642,Student_2642,ECE,VLSI Design,56,Digital Electronics,82,Signal Processing,52,71,6.33
12643,Student_2643,EEE,Power Systems,91,Control Theory,63,Electric Machines,59,67,7.1
12644,Student_2644,MECH,Thermodynamics,58,Fluid Mechanics,92,Robotics,45,75,6.5
12645,Student_2645,MECH,Thermodynamics,58,Fluid Mechanics,97,Robotics,71,87,7.53
12646,Student_2646,EEE,Power Systems,88,Control Theory,79,Electric Machines,79,65,8.2
12647,Student_2647,IT,Data Science,47,Cloud Computing,91,Web Frameworks,83,71,7.37
12648,Student_2648,ECE,VLSI Design,77,Digital Electronics,82,Signal Processing,47,75,6.87
12649,Student_2649,IT,Data Science,66,Cloud Computing,64,Web Frameworks,66,73,6.53
12650,Student_2650,CSE,Data Science,88,Operating Systems,64,Cyber Security,65,86,7.23
12651,Student_2651,EEE,Power Systems,99,Control Theory,52,Electric Machines,96,82,8.23
12652,Student_2652,EEE,Power Systems,86,Control Theory,83,Electric Machines,46,76,7.17
12653,Student_2653,CSE,Data Science,69,Operating Systems,55,Cyber Security,89,71,7.1
12654,Student_2654,MECH,Thermodynamics,93,Fluid Mechanics,63,Robotics,71,90,7.57
12655,Student_2655,IT,Data Science,47,Cloud Computing,44,Web Frameworks,83,65,5.8
12656,Student_2656,IT,Data Science,94,Cloud Computing,77,Web Frameworks,55,78,7.53
12657,Student_2657,CSE,Data Science,90,Operating Systems,74,Cyber Security,80,67,8.13
12658,Student_2658,IT,Data Science,43,Cloud Computing,87,Web Frameworks,44,87,5.8
12659,Student_2659,IT,Data Science,79,Cloud Computing,82,Web Frameworks,51,85,7.07
12660,Student_2660,IT,Data Science,62,Cloud Computing,59,Web Frameworks,65,68,6.2
12661,Student_2661,EEE,Power Systems,44,Control Theory,41,Electric Machines,47,67,4.4
12662,Student_2662,MECH,Thermodynamics,81,Fluid Mechanics,66,Robotics,79,67,7.53
12663,Student_2663,IT,Data Science,50,Cloud Computing,42,Web Frameworks,76,72,5.6
12664,Student_2664,CSE,Data Science,62,Operating Systems,77,Cyber Security,70,86,6.97
12665,Student_2665,MECH,Thermodynamics,74,Fluid Mechanics,83,Robotics,51,84,6.93
12666,Student_2666,IT,Data Science,42,Cloud Computing,88,Web Frameworks,78,84,6.93
12667,Student_2667,CSE,Data Science,47,Operating Systems,92,Cyber Security,82,98,7.37
12668,Student_2668,EEE,Power Systems,67,Control Theory,64,Electric Machines,51,82,6.07
12669,Student_2669,MECH,Thermodynamics,59,Fluid Mechanics,71,Robotics,63,85,6.43
12670,Student_2670,MECH,Thermodynamics,97,Fluid Mechanics,66,Robotics,55,97,7.27
12671,Student_2671,CSE,Data Science,52,Operating Systems,43,Cyber Security,51,89,4.87
12672,Student_2672,EEE,Power Systems,83,Control Theory,84,Electric Machines,63,81,7.67
12673,Student_2673,IT,Data Science,85,Cloud Computing,43,Web Frameworks,80,87,6.93
12674,Student_2674,CSE,Data Science,79,Operating Systems,50,Cyber Security,56,69,6.17
12675,Student_2675,CSE,Data Science,53,Operating Systems,80,Cyber Security,98,99,7.7
12676,Student_2676,CSE,Data Science,77,Operating Systems,51,Cyber Security,73,95,6.7
12677,Student_2677,MECH,Thermodynamics,74,Fluid Mechanics,94,Robotics,45,68,7.1
12678,Student_2678,EEE,Power Systems,67,Control Theory,62,Electric Machines,46,98,5.83
12679,Student_2679,MECH,Thermodynamics,63,Fluid Mechanics,63,Robotics,40,85,5.53
12680,Student_2680,IT,Data Science,88,Cloud Computing,40,Web Frameworks,91,93,7.3
12681,Student_2681,ECE,VLSI Design,77,Digital Electronics,83,Signal Processing,81,82,8.03
12682,Student_2682,MECH,Thermodynamics,95,Fluid Mechanics,92,Robotics,55,98,8.07
12683,Student_2683,IT,Data Science,77,Cloud Computing,82,Web Frameworks,61,85,7.33
12684,Student_2684,EEE,Power Systems,73,Control Theory,66,Electric Machines,69,71,6.93
12685,Student_2685,EEE,Power Systems,54,Control Theory,49,Electric Machines,53,97,5.2
12686,Student_2686,ECE,VLSI Design,95,Digital Electronics,52,Signal Processing,72,81,7.3
12687,Student_2687,EEE,Power Systems,92,Control Theory,75,Electric Machines,75,97,8.07
12688,Student_2688,ECE,VLSI Design,67,Digital Electronics,66,Signal Processing,96,67,7.63
12689,Student_2689,CSE,Data Science,48,Operating Systems,72,Cyber Security,91,72,7.03
12690,Student_2690,ECE,VLSI Design,46,Digital Electronics,51,Signal Processing,61,72,5.27
12691,Student_2691,MECH,Thermodynamics,81,Fluid Mechanics,61,Robotics,78,65,7.33
12692,Student_2692,CSE,Data Science,94,Operating Systems,76,Cyber Security,63,87,7.77
12693,Student_2693,MECH,Thermodynamics,55,Fluid Mechanics,56,Robotics,60,93,5.7
12694,Student_2694,CSE,Data Science,50,Operating Systems,49,Cyber Security,97,97,6.53
12695,Student_2695,CSE,Data Science,93,Operating Systems,49,Cyber Security,56,66,6.6
12696,Student_2696,IT,Data Science,89,Cloud Computing,93,Web Frameworks,49,82,7.7
12697,Student_2697,ECE,VLSI Design,86,Digital Electronics,77,Signal Processing,90,67,8.43
12698,Student_2698,CSE,Data Science,81,Operating Systems,48,Cyber Security,56,97,6.17
12699,Student_2699,CSE,Data Science,68,Operating Systems,61,Cyber Security,62,86,6.37
12700,Student_2700,EEE,Power Systems,91,Control Theory,79,Electric Machines,66,69,7.87
12701,Student_2701,ECE,VLSI Design,71,Digital Electronics,80,Signal Processing,47,92,6.6
12702,Student_2702,ECE,VLSI Design,57,Digital Electronics,98,Signal Processing,59,85,7.13
12703,Student_2703,CSE,Data Science,72,Operating Systems,55,Cyber Security,94,76,7.37
12704,Student_2704,CSE,Data Science,41,Operating Systems,85,Cyber Security,82,95,6.93
12705,Student_2705,ECE,VLSI Design,83,Digital Electronics,48,Signal Processing,44,87,5.83
12706,Student_2706,IT,Data Science,81,Cloud Computing,83,Web Frameworks,47,91,7.03
12707,Student_2707,CSE,Data Science,57,Operating Systems,40,Cyber Security,74,89,5.7
12708,Student_2708,IT,Data Science,46,Cloud Computing,59,Web Frameworks,49,80,5.13
12709,Student_2709,MECH,Thermodynamics,89,Fluid Mechanics,84,Robotics,60,85,7.77
12710,Student_2710,EEE,Power Systems,71,Control Theory,70,Electric Machines,55,87,6.53
12711,Student_2711,ECE,VLSI Design,64,Digital Electronics,54,Signal Processing,99,75,7.23
12712,Student_2712,EEE,Power Systems,45,Control Theory,57,Electric Machines,83,88,6.17
12713,Student_2713,EEE,Power Systems,84,Control Theory,94,Electric Machines,78,90,8.53
12714,Student_2714,EEE,Power Systems,88,Control Theory,67,Electric Machines,52,93,6.9
12715,Student_2715,EEE,Power Systems,80,Control Theory,83,Electric Machines,46,72,6.97
12716,Student_2716,MECH,Thermodynamics,78,Fluid Mechanics,50,Robotics,92,84,7.33
12717,Student_2717,EEE,Power Systems,81,Control Theory,58,Electric Machines,76,85,7.17
12718,Student_2718,ECE,VLSI Design,56,Digital Electronics,50,Signal Processing,92,82,6.6
12719,Student_2719,CSE,Data Science,61,Operating Systems,96,Cyber Security,93,68,8.33
12720,Student_2720,CSE,Data Science,47,Operating Systems,78,Cyber Security,91,80,7.2
12721,Student_2721,CSE,Data Science,81,Operating Systems,53,Cyber Security,86,74,7.33
12722,Student_2722,MECH,Thermodynamics,70,Fluid Mechanics,54,Robotics,47,93,5.7
12723,Student_2723,ECE,VLSI Design,89,Digital Electronics,41,Signal Processing,71,81,6.7
12724,Student_2724,CSE,Data Science,87,Operating Systems,79,Cyber Security,49,73,7.17
12725,Student_2725,IT,Data Science,41,Cloud Computing,70,Web Frameworks,68,92,5.97
12726,Student_2726,ECE,VLSI Design,79,Digital Electronics,83,Signal Processing,81,79,8.1
12727,Student_2727,CSE,Data Science,69,Operating Systems,68,Cyber Security,71,85,6.93
12728,Student_2728,MECH,Thermodynamics,80,Fluid Mechanics,97,Robotics,52,65,7.63
12729,Student_2729,ECE,VLSI Design,59,Digital Electronics,79,Signal Processing,96,80,7.8
12730,Student_2730,MECH,Thermodynamics,66,Fluid Mechanics,57,Robotics,43,97,5.53
12731,Student_2731,EEE,Power Systems,72,Control Theory,65,Electric Machines,58,82,6.5
12732,Student_2732,IT,Data Science,54,Cloud Computing,75,Web Frameworks,66,98,6.5
12733,Student_2733,MECH,Thermodynamics,63,Fluid Mechanics,61,Robotics,74,74,6.6
12734,Student_2734,MECH,Thermodynamics,96,Fluid Mechanics,64,Robotics,58,80,7.27
12735,Student_2735,EEE,Power Systems,75,Control Theory,79,Electric Machines,64,85,7.27
12736,Student_2736,ECE,VLSI Design,86,Digital Electronics,57,Signal Processing,56,69,6.63
12737,Student_2737,MECH,Thermodynamics,72,Fluid Mechanics,42,Robotics,75,96,6.3
12738,Student_2738,CSE,Data Science,62,Operating Systems,45,Cyber Security,97,78,6.8
12739,Student_2739,MECH,Thermodynamics,44,Fluid Mechanics,61,Robotics,90,90,6.5
12740,Student_2740,ECE,VLSI Design,49,Digital Electronics,99,Signal Processing,98,77,8.2
12741,Student_2741,EEE,Power Systems,70,Control Theory,77,Electric Machines,57,78,6.8
12742,Student_2742,EEE,Power Systems,46,Control Theory,69,Electric Machines,69,80,6.13
12743,Student_2743,EEE,Power Systems,68,Control Theory,68,Electric Machines,94,68,7.67
12744,Student_2744,EEE,Power Systems,84,Control Theory,83,Electric Machines,60,86,7.57
12745,Student_2745,CSE,Data Science,60,Operating Systems,73,Cyber Security,85,77,7.27
12746,Student_2746,MECH,Thermodynamics,90,Fluid Mechanics,43,Robotics,44,89,5.9
12747,Student_2747,ECE,VLSI Design,96,Digital Electronics,49,Signal Processing,75,97,7.33
12748,Student_2748,EEE,Power Systems,61,Control Theory,46,Electric Machines,63,78,5.67
12749,Student_2749,EEE,Power Systems,97,Control Theory,51,Electric Machines,83,86,7.7
12750,Student_2750,MECH,Thermodynamics,85,Fluid Mechanics,96,Robotics,73,79,8.47
12751,Student_2751,IT,Data Science,81,Cloud Computing,53,Web Frameworks,87,69,7.37
12752,Student_2752,EEE,Power Systems,52,Control Theory,40,Electric Machines,84,77,5.87
12753,Student_2753,IT,Data Science,40,Cloud Computing,99,Web Frameworks,77,98,7.2
12754,Student_2754,IT,Data Science,51,Cloud Computing,58,Web Frameworks,62,94,5.7
12755,Student_2755,MECH,Thermodynamics,87,Fluid Mechanics,57,Robotics,44,66,6.27
12756,Student_2756,ECE,VLSI Design,41,Digital Electronics,76,Signal Processing,70,74,6.23
12757,Student_2757,EEE,Power Systems,68,Control Theory,63,Electric Machines,48,67,5.97
12758,Student_2758,ECE,VLSI Design,83,Digital Electronics,83,Signal Processing,51,87,7.23
12759,Student_2759,IT,Data Science,66,Cloud Computing,43,Web Frameworks,48,78,5.23
12760,Student_2760,IT,Data Science,51,Cloud Computing,43,Web Frameworks,92,96,6.2
12761,Student_2761,ECE,VLSI Design,97,Digital Electronics,94,Signal Processing,44,90,7.83
12762,Student_2762,CSE,Data Science,93,Operating Systems,80,Cyber Security,86,95,8.63
12763,Student_2763,IT,Data Science,82,Cloud Computing,80,Web Frameworks,93,94,8.5
12764,Student_2764,IT,Data Science,95,Cloud Computing,84,Web Frameworks,69,69,8.27
12765,Student_2765,CSE,Data Science,60,Operating Systems,84,Cyber Security,75,80,7.3
12766,Student_2766,EEE,Power Systems,85,Control Theory,75,Electric Machines,85,93,8.17
12767,Student_2767,IT,Data Science,63,Cloud Computing,87,Web Frameworks,46,78,6.53
12768,Student_2768,EEE,Power Systems,86,Control Theory,41,Electric Machines,47,79,5.8
12769,Student_2769,CSE,Data Science,95,Operating Systems,52,Cyber Security,73,88,7.33
12770,Student_2770,CSE,Data Science,69,Operating Systems,76,Cyber Security,78,85,7.43
12771,Student_2771,MECH,Thermodynamics,96,Fluid Mechanics,81,Robotics,67,66,8.13
12772,Student_2772,MECH,Thermodynamics,84,Fluid Mechanics,66,Robotics,70,69,7.33
12773,Student_2773,CSE,Data Science,85,Operating Systems,65,Cyber Security,72,97,7.4
12774,Student_2774,CSE,Data Science,96,Operating Systems,47,Cyber Security,49,88,6.4
12775,Student_2775,CSE,Data Science,53,Operating Systems,77,Cyber Security,62,92,6.4
12776,Student_2776,MECH,Thermodynamics,98,Fluid Mechanics,84,Robotics,49,73,7.7
12777,Student_2777,CSE,Data Science,42,Operating Systems,77,Cyber Security,91,97,7.0
12778,Student_2778,MECH,Thermodynamics,72,Fluid Mechanics,83,Robotics,93,85,8.27
12779,Student_2779,ECE,VLSI Design,83,Digital Electronics,56,Signal Processing,97,68,7.87
12780,Student_2780,EEE,Power Systems,64,Control Theory,62,Electric Machines,73,70,6.63
12781,Student_2781,CSE,Data Science,96,Operating Systems,62,Cyber Security,57,83,7.17
12782,Student_2782,IT,Data Science,68,Cloud Computing,78,Web Frameworks,55,98,6.7
12783,Student_2783,EEE,Power Systems,79,Control Theory,96,Electric Machines,92,74,8.9
12784,Student_2784,MECH,Thermodynamics,95,Fluid Mechanics,72,Robotics,47,72,7.13
12785,Student_2785,ECE,VLSI Design,52,Digital Electronics,81,Signal Processing,95,70,7.6
12786,Student_2786,IT,Data Science,47,Cloud Computing,56,Web Frameworks,59,78,5.4
12787,Student_2787,CSE,Data Science,91,Operating Systems,79,Cyber Security,77,84,8.23
12788,Student_2788,MECH,Thermodynamics,55,Fluid Mechanics,46,Robotics,53,84,5.13
12789,Student_2789,ECE,VLSI Design,78,Digital Electronics,88,Signal Processing,96,70,8.73
12790,Student_2790,MECH,Thermodynamics,92,Fluid Mechanics,88,Robotics,98,77,9.27
12791,Student_2791,CSE,Data Science,98,Operating Systems,61,Cyber Security,72,77,7.7
12792,Student_2792,IT,Data Science,47,Cloud Computing,83,Web Frameworks,41,92,5.7
12793,Student_2793,IT,Data Science,97,Cloud Computing,45,Web Frameworks,90,66,7.73
12794,Student_2794,IT,Data Science,69,Cloud Computing,41,Web Frameworks,90,90,6.67
12795,Student_2795,EEE,Power Systems,82,Control Theory,88,Electric Machines,43,85,7.1
12796,Student_2796,MECH,Thermodynamics,79,Fluid Mechanics,88,Robotics,81,96,8.27
12797,Student_2797,CSE,Data Science,66,Operating Systems,52,Cyber Security,98,95,7.2
12798,Student_2798,IT,Data Science,60,Cloud Computing,90,Web Frameworks,60,83,7.0
12799,Student_2799,CSE,Data Science,65,Operating Systems,65,Cyber Security,83,65,7.1
12800,Student_2800,EEE,Power Systems,80,Control Theory,89,Electric Machines,42,98,7.03
12801,Student_2801,IT,Data Science,95,Cloud Computing,64,Web Frameworks,57,66,7.2
12802,Student_2802,EEE,Power Systems,43,Control Theory,65,Electric Machines,58,70,5.53
12803,Student_2803,EEE,Power Systems,59,Control Theory,92,Electric Machines,44,78,6.5
12804,Student_2804,MECH,Thermodynamics,68,Fluid Mechanics,67,Robotics,42,75,5.9
12805,Student_2805,ECE,VLSI Design,77,Digital Electronics,53,Signal Processing,67,73,6.57
12806,Student_2806,MECH,Thermodynamics,48,Fluid Mechanics,51,Robotics,82,70,6.03
12807,Student_2807,IT,Data Science,85,Cloud Computing,82,Web Frameworks,50,97,7.23
12808,Student_2808,ECE,VLSI Design,67,Digital Electronics,76,Signal Processing,68,90,7.03
12809,Student_2809,MECH,Thermodynamics,86,Fluid Mechanics,48,Robotics,82,87,7.2
12810,Student_2810,ECE,VLSI Design,75,Digital Electronics,94,Signal Processing,47,74,7.2
12811,Student_2811,IT,Data Science,96,Cloud Computing,93,Web Frameworks,54,67,8.1
12812,Student_2812,IT,Data Science,64,Cloud Computing,90,Web Frameworks,90,72,8.13
12813,Student_2813,IT,Data Science,76,Cloud Computing,58,Web Frameworks,93,69,7.57
12814,Student_2814,IT,Data Science,83,Cloud Computing,80,Web Frameworks,93,78,8.53
12815,Student_2815,IT,Data Science,60,Cloud Computing,96,Web Frameworks,68,68,7.47
12816,Student_2816,MECH,Thermodynamics,70,Fluid Mechanics,73,Robotics,76,68,7.3
12817,Student_2817,CSE,Data Science,92,Operating Systems,48,Cyber Security,78,71,7.27
12818,Student_2818,ECE,VLSI Design,47,Digital Electronics,93,Signal Processing,95,72,7.83
12819,Student_2819,ECE,VLSI Design,87,Digital Electronics,48,Signal Processing,96,73,7.7
12820,Student_2820,MECH,Thermodynamics,87,Fluid Mechanics,63,Robotics,86,92,7.87
12821,Student_2821,ECE,VLSI Design,75,Digital Electronics,41,Signal Processing,91,88,6.9
12822,Student_2822,MECH,Thermodynamics,72,Fluid Mechanics,88,Robotics,50,89,7.0
12823,Student_2823,EEE,Power Systems,66,Control Theory,93,Electric Machines,86,81,8.17
12824,Student_2824,CSE,Data Science,76,Operating Systems,50,Cyber Security,44,94,5.67
12825,Student_2825,ECE,VLSI Design,78,Digital Electronics,81,Signal Processing,74,99,7.77
12826,Student_2826,CSE,Data Science,95,Operating Systems,91,Cyber Security,63,65,8.3
12827,Student_2827,IT,Data Science,95,Cloud Computing,90,Web Frameworks,88,65,9.1
12828,Student_2828,ECE,VLSI Design,91,Digital Electronics,69,Signal Processing,92,88,8.4
12829,Student_2829,ECE,VLSI Design,95,Digital Electronics,68,Signal Processing,73,95,7.87
12830,Student_2830,IT,Data Science,43,Cloud Computing,87,Web Frameworks,49,72,5.97
12831,Student_2831,EEE,Power Systems,83,Control Theory,99,Electric Machines,89,91,9.03
12832,Student_2832,CSE,Data Science,68,Operating Systems,44,Cyber Security,46,67,5.27
12833,Student_2833,ECE,VLSI Design,74,Digital Electronics,55,Signal Processing,96,72,7.5
12834,Student_2834,MECH,Thermodynamics,51,Fluid Mechanics,78,Robotics,96,69,7.5
12835,Student_2835,IT,Data Science,83,Cloud Computing,60,Web Frameworks,41,91,6.13
12836,Student_2836,CSE,Data Science,66,Operating Systems,98,Cyber Security,58,73,7.4
